 Concentration,     Distance, Elevation, Flow,Season/Month, Zo sector,      Date,     H0,    U*,     W*, DT/DZ,ZICNV, ZIMCH, M-O LEN,   Z0, BOWEN,ALBEDO, REF WS,    HT,REF TA,    HT
65.031,675,"21,71",80,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
76.755,700,"22,74",80,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
113.69,725,"25,37",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
163.36,750,"28,56",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
197.21,775,"31,1",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
222.91,800,"34,19",80,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
223.01,825,"35,84",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
214.45,850,"35,13",70,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
210.11,875,"35,81",60,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
204.8,900,"36,46",60,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
197.49,925,"37,33",60,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
185.86,950,"38,96",60,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
182.82,975,"34,22",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
179.12,1000,"34,42",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
173.98,1025,"34,27",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
172.5,1050,"34,98",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
165.48,1075,"34,22",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
166.4,1100,"35,9",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
162.99,1125,"36,55",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
158.45,1150,"37,18",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
155.65,1175,"36,75",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
152.11,1200,"35,95",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
146.53,1225,"34,78",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
145.75,1250,"35,92",110,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
143.1,1275,"36,41",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
139.3,1300,"37,32",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
134.31,1325,"38,32",40,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
129.41,1350,"39,39",40,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
131.78,1375,"37,07",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
128.35,1400,"35,18",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
122.37,1425,"33,85",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
117.14,1450,"33,06",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
113.36,1475,"32,66",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
118.33,1500,"34,68",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
117.75,1525,"37,42",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
107.73,1550,"40,91",40,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
107.86,1575,"37,92",150,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
105.46,1600,"32,97",30,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
110.88,1625,"36,38",30,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
104.79,1650,"39,6",30,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
103.67,1675,"33,97",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
104.75,1700,"37,63",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
104.04,1725,"36,77",60,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
101.6,1750,"35,31",60,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
99.752,1775,"35,08",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
99.354,1800,"36,1",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
97.944,1825,"36,88",80,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
96.529,1850,"36,9",30,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
93.841,1875,"38,28",30,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
91.57,1900,"39,16",30,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
89.583,1925,"39,54",30,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
89.154,1950,"39,15",30,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
89.967,1975,"37,05",30,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
88.913,2000,"36,81",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
87.125,2025,"35,42",90,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
86.465,2050,36,270,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
85.343,2075,"37,1",270,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
83.423,2100,"38,18",270,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
83.197,2125,"37,13",300,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
81.22,2150,"38,12",300,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
79.916,2175,"34,7",260,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
80.041,2200,"35,74",260,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
79.141,2225,"35,82",260,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
78.2,2250,"35,81",260,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
77.343,2275,"35,9",260,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
76.538,2300,"36,06",310,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
75.095,2325,"37,88",310,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
73.92,2350,"38,59",310,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
72.867,2375,"38,91",310,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
71.168,2400,"39,77",310,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
68.967,2425,"35,66",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
68.361,2450,"36,46",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
67.119,2475,"35,04",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
65.98,2500,"36,41",240,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
64.547,2525,"37,69",240,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
63.226,2550,"34,09",110,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
63.024,2575,"34,6",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
64.195,2600,"33,23",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
65.134,2625,"34,34",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
65.271,2650,"35,11",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
64.93,2675,"35,51",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
64.744,2700,"36,55",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
62.879,2725,"39,28",320,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
60.703,2750,"37,09",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
55.417,2775,"32,3",230,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
58.379,2800,"32,53",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
60.291,2825,"34,3",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
58.357,2850,"33,19",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
55.964,2875,"32,01",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
55.534,2900,"32,04",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
57.712,2925,"33,89",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
58.946,2950,"36,31",120,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
57.724,2975,"38,76",120,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
55.184,3000,"41,05",120,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
53.704,3025,"38,46",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
54.493,3050,"36,4",50,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
55.828,3075,"35,03",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
55.776,3100,"35,75",10,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
53.344,3125,"33,36",10,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
54.097,3150,"34,55",110,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
54.182,3175,"38,06",110,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
54.161,3200,"36,29",360,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
53.273,3225,"38,24",360,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
51.439,3250,"40,55",360,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
48.1,3275,"42,86",360,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
43.562,3300,"45,14",360,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
44.719,3325,"29,63",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
46.232,3350,"30,72",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.56,3375,"31,85",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
48.807,3400,"33,17",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
49.792,3425,"34,73",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
50.176,3450,"36,52",330,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
48.86,3475,"39,45",330,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
49.291,3500,"37,36",10,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
48.999,3525,"37,14",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.376,3550,"33,85",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.622,3575,"34,64",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.511,3600,"38,49",100,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
46.658,3625,"34,19",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.26,3650,36,320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
47.029,3675,"36,85",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
46.477,3700,"37,7",320,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
45.87,3725,"38,55",320,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
45.968,3750,"37,35",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
44.911,3775,"34,34",100,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
43.365,3800,"41,3",320,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
40.658,3825,"43,5",40,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
41.043,3850,"38,49",240,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
41.52,3875,"35,33",240,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
41.285,3900,"42,34",360,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
43.865,3925,"37,52",360,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
41.851,3950,"41,17",40,     Annual,     0-360,10010101,"-8,8","0,102",-9,"0,02",-999,75,"10,2","0,2","0,77","0,24",2,10,273,2
43.227,3975,"37,79",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
42.151,4000,"33,91",40,     Annual,     0-360,10010601,"-9,27","0,102",-9,"0,02",-999,75,"10,7","0,2","0,77","0,24",2,10,303,2
